Employee ID,Job Type,Location,Hire_Date,Termination_Date
9001510,Program Specialist,Beta,1/12/2011,
9001511,Educator,Epsilon,1/12/2011,
9001512,Admin Assistant,Gamma,11/1/2016,
9001514,Program Specialist,Delta,1/12/2011,
9001515,Educator,Delta,2/15/2018,
9001516,Correctional,Epsilon,5/15/2015,
9001517,Correctional,Gamma,1/12/2011,
9001522,Correctional,Delta,1/12/2011,
9001523,Case Manager,Delta,1/12/2011,
9001524,Attorney,Administrative Offices,8/15/2014,
9001525,Other,Epsilon,1/12/2011,
9001526,Facility Leadership,Beta,12/1/2016,
9001528,Program Specialist,Beta,1/12/2011,
9001530,Other,Gamma,1/12/2011,
9001532,Correctional,Halfway House,1/12/2011,
9001533,Correctional,Delta,1/12/2011,
9001534,Program Specialist,Administrative Offices,1/12/2011,
9001535,Correctional,Epsilon,1/12/2011,
9001536,Correctional,Beta,1/12/2011,
9001537,Correctional,Delta,1/12/2011,
9001538,Case Manager,Beta,1/12/2011,
9001539,Correctional,Epsilon,11/1/2015,
9001540,Correctional,Delta,1/12/2011,
9001542,Correctional,Delta,1/12/2011,
9001543,IT,Epsilon,7/15/2013,
9001544,Correctional,Epsilon,4/15/2016,
9001545,Other,Administrative Offices,1/12/2011,
9001546,Manager,Administrative Offices,1/12/2011,
9001547,Correctional,Epsilon,1/12/2011,
9001548,Educator,Beta,12/1/2017,
9001549,Program Specialist,Administrative Offices,1/12/2011,
9001550,Other,Epsilon,8/17/2015,
9001551,Program Specialist,Beta,1/12/2011,
9001552,Correctional,Beta,1/12/2011,
9001554,Program Specialist,Administrative Offices,8/15/2012,
9001555,Correctional,Halfway House,1/12/2011,
9001556,Case Manager,Gamma,4/15/2019,
9001557,Other,Alpha,8/1/2016,
9001558,Case Manager,Epsilon,1/12/2011,
9001559,Educator,Epsilon,1/12/2011,
9001560,Correctional,Delta,1/12/2011,
9001561,Other,Gamma,1/12/2011,
9001562,Correctional,Epsilon,3/1/2016,
9001564,Case Manager,Epsilon,1/12/2011,
9001565,Director,Administrative Offices,9/1/2016,
9001567,Correctional,Delta,1/12/2011,
9001568,Investigator,Inspector General,1/12/2011,
9001571,Other,Delta,1/12/2011,
9001572,Treatment,Gamma,1/12/2011,
9001573,Educator,Epsilon,5/15/2018,
9001574,Correctional,Epsilon,3/15/2012,
9001575,Correctional Supervisor,Delta,1/12/2011,
9001576,Correctional,Alpha,12/1/2015,
9001577,Correctional,Epsilon,1/12/2011,
9001578,Admin Assistant,Administrative Offices,1/12/2011,
9001579,Program Specialist,Epsilon,5/1/2014,
9001580,Program Specialist,Parole Region,1/12/2011,
9001581,Case Manager,Gamma,1/12/2011,
9001582,Correctional Supervisor,Alpha,1/12/2011,
9001583,Clerk,Parole Region,1/12/2011,
9001585,Correctional,Epsilon,1/12/2011,
9001587,Correctional Supervisor,Halfway House,1/12/2011,
9001588,Program Specialist,Administrative Offices,7/16/2018,
9001589,Admin Assistant,Gamma,1/12/2011,
9001590,Case Manager,Halfway House,1/1/2013,
9001592,Correctional,Delta,1/12/2011,
9001593,Correctional,Beta,1/12/2011,
9001594,Correctional,Gamma,1/12/2011,
9001595,Case Manager,Delta,7/15/2015,
9001597,Correctional,Inspector General,4/1/2019,
9001598,Other,Halfway House,1/12/2011,
9001601,Correctional,Beta,1/12/2011,
9001602,Correctional Supervisor,Beta,11/1/2016,
9001603,Correctional Supervisor,Epsilon,1/12/2011,
9001604,Admin Assistant,Epsilon,1/12/2011,
9001605,Correctional,Epsilon,1/12/2011,
9001606,Educator,Administrative Offices,1/12/2011,
9001607,Correctional,Epsilon,1/12/2011,
9001608,Facility Leadership,Gamma,1/12/2011,
9001610,Correctional,Epsilon,1/12/2011,
9001611,Admin Assistant,Parole Region,1/12/2011,
9001612,Correctional,Epsilon,1/12/2011,
9001613,Admin Assistant,Epsilon,6/1/2018,
9001615,Investigator,Inspector General,1/12/2011,
9001617,Correctional,Halfway House,7/1/2012,
9001618,Correctional,Alpha,1/12/2011,
9001620,Correctional,Halfway House,1/12/2011,
9001621,Correctional,Alpha,1/12/2011,
9001622,Correctional,Halfway House,1/12/2011,
9001623,Correctional,Delta,1/12/2011,
9001624,Correctional,Alpha,1/12/2011,
9001625,Correctional Supervisor,Delta,1/12/2011,
9001628,Correctional,Delta,1/12/2011,
9001629,Clerk,Delta,7/1/2013,
9001630,Correctional,Alpha,1/12/2011,
9001631,Correctional Supervisor,Alpha,11/15/2013,
9001632,Program Specialist,Parole Region,1/12/2011,
9001633,Other,Epsilon,1/12/2011,
9001634,Correctional,Gamma,1/12/2011,
9001635,Correctional,Delta,1/12/2011,
9001636,Correctional Supervisor,Halfway House,3/1/2015,
9001637,Correctional,Halfway House,1/12/2011,
9001638,Case Manager,Alpha,1/12/2011,
9001640,Other,Alpha,1/12/2011,
9001641,Other,Alpha,10/1/2015,
9001642,Other,Gamma,1/12/2011,
9001643,Analyst,Administrative Offices,1/12/2011,
9001645,Program Specialist,Administrative Offices,1/12/2011,
9001646,Parole,Parole Region,1/12/2011,
9001648,Case Manager,Halfway House,3/1/2016,
9001649,Educator,Gamma,1/12/2011,
9001650,Correctional,Halfway House,1/12/2011,
9001651,Other,Delta,1/12/2011,
9001652,Correctional Supervisor,Epsilon,1/12/2011,
9001653,Correctional Supervisor,Beta,1/12/2011,
9001654,Correctional Supervisor,Gamma,1/12/2011,
9001655,Correctional,Delta,1/12/2011,
9001656,Educator,Beta,1/12/2011,
9001658,Director,Epsilon,1/12/2011,
9001659,Program Specialist,Delta,1/12/2011,
9001660,Correctional,Delta,5/15/2012,
9001662,Program Specialist,Epsilon,1/12/2011,
9001663,Clerk,Gamma,1/12/2011,
9001665,Correctional,Alpha,1/12/2011,
9001666,Correctional Supervisor,Beta,3/1/2017,
9001667,Correctional,Epsilon,1/12/2011,
9001668,Correctional,Alpha,1/12/2011,
9001669,Analyst,Parole Region,1/12/2011,
9001670,Correctional,Halfway House,1/12/2011,
9001671,Educator,Gamma,1/12/2011,
9001673,Correctional,Epsilon,1/12/2011,
9001675,Correctional,Gamma,8/1/2017,
9001677,Educator,Delta,1/12/2011,
9001678,Educator,Delta,1/12/2011,
9001680,Correctional,Alpha,1/12/2011,
9001681,Correctional,Halfway House,1/12/2011,
9001683,Correctional,Epsilon,1/12/2011,
9001684,Correctional,Halfway House,1/12/2011,
9001687,Correctional,Halfway House,1/12/2011,
9001688,Correctional,Epsilon,2/1/2014,
9001689,Correctional,Delta,1/12/2011,
9001690,Correctional,Delta,1/12/2011,
9001691,Program Specialist,Delta,1/12/2011,
9001692,Correctional,Gamma,1/12/2011,
9001693,Correctional,Delta,1/12/2011,
9001695,Program Specialist,Alpha,1/12/2011,
9001696,Correctional Supervisor,Epsilon,1/12/2011,
9001697,Manager,Administrative Offices,2/15/2018,
9001698,Correctional,Epsilon,1/12/2011,
9001699,Program Specialist,Alpha,8/17/2015,
9001700,Correctional,Gamma,1/12/2011,
9001702,Correctional,Gamma,1/12/2011,
9001703,Correctional,Delta,12/1/2012,
9001705,Parole,Parole Region,1/12/2011,
9001707,Correctional,Gamma,1/12/2011,
9001708,Correctional,Halfway House,1/12/2011,
9001709,Correctional,Beta,1/12/2011,
9001710,Correctional Supervisor,Delta,1/12/2011,
9001711,Other,Alpha,1/12/2011,
9001712,Correctional,Delta,1/12/2011,
9001713,Investigator,Inspector General,1/1/2019,
9001717,Correctional,Gamma,1/12/2011,
9001718,Correctional,Delta,7/1/2016,
9001719,Correctional,Delta,1/12/2011,
9001720,Correctional,Halfway House,1/12/2011,
9001721,Correctional,Halfway House,1/12/2011,
9001722,Correctional,Delta,1/12/2011,
9001723,Program Specialist,Epsilon,1/12/2011,
9001724,Correctional,Delta,1/12/2011,
9001725,Program Specialist,Delta,1/12/2011,
9001726,Correctional,Gamma,1/12/2011,
9001728,IT,Beta,1/12/2011,
9001730,Correctional,Inspector General,10/1/2018,
9001731,Other,Halfway House,1/12/2011,
9001732,Case Manager,Delta,1/12/2011,
9001733,Director,Administrative Offices,5/1/2015,
9001735,Correctional,Epsilon,1/12/2011,
9001736,Correctional,Delta,1/12/2011,
9001737,Accountant,Delta,1/12/2011,
9001738,Program Specialist,Beta,1/12/2011,
9001739,Correctional,Delta,1/1/2017,
9001740,Admin Assistant,Delta,9/17/2012,
9001741,Director,Administrative Offices,1/12/2011,
9001742,Program Specialist,Alpha,1/12/2011,
9001743,Correctional,Delta,1/12/2011,
9001744,Program Specialist,Epsilon,1/12/2011,
9001745,Manager,Alpha,1/12/2011,
9001746,Correctional,Gamma,1/12/2011,
9001747,Correctional Supervisor,Alpha,1/12/2011,
9001748,Other,Halfway House,1/12/2011,
9001749,Correctional,Halfway House,1/12/2011,
9001750,Case Manager,Alpha,1/12/2011,
9001751,Educator,Delta,1/12/2011,
9001752,Correctional,Halfway House,1/12/2011,
9001753,Correctional,Beta,1/1/2018,
9001755,Correctional,Gamma,1/12/2011,
9001756,Correctional,Epsilon,1/15/2014,
9001758,Correctional,Delta,1/12/2011,
9001759,Correctional,Alpha,1/12/2011,
9001760,Correctional,Delta,1/12/2011,
9001761,Correctional,Epsilon,1/12/2011,
9001762,Correctional Supervisor,Alpha,1/12/2011,
9001763,Correctional,Epsilon,1/12/2011,
9001765,Correctional,Gamma,1/12/2011,
9001766,Program Specialist,Administrative Offices,1/12/2011,
9001768,Correctional,Delta,1/12/2011,
9001769,Correctional Supervisor,Delta,1/12/2011,
9001770,Correctional,Alpha,1/12/2011,
9001771,Correctional Supervisor,Epsilon,1/12/2011,
9001773,Educator,Epsilon,1/12/2011,
9001774,Correctional,Delta,1/12/2011,
9001775,Correctional Supervisor,Delta,1/12/2011,
9001776,Correctional,Gamma,10/1/2018,
9001777,Correctional,Epsilon,2/1/2017,
9001778,Correctional,Delta,1/12/2011,
9001779,Correctional,Halfway House,1/12/2011,
9001780,Correctional,Epsilon,1/12/2011,
9001781,Admin Assistant,Alpha,1/12/2011,
9001782,Program Specialist,Administrative Offices,1/12/2011,
9001783,Correctional,Delta,12/1/2014,
9001785,Correctional,Delta,1/12/2011,
9001786,Correctional,Gamma,1/15/2015,
9001788,Correctional,Halfway House,1/12/2011,
9001789,Correctional,Delta,1/12/2011,
9001790,Facility Leadership,Halfway House,1/12/2011,
9001791,Educator,Epsilon,1/12/2011,
9001792,Case Manager,Delta,2/17/2015,
9001793,Analyst,Administrative Offices,1/12/2011,
9001794,Program Specialist,Administrative Offices,1/12/2011,
9001795,Other,Epsilon,11/16/2015,
9001797,Correctional,Delta,1/12/2011,
9001798,Educator,Gamma,1/12/2011,
9001799,Educator,Epsilon,1/12/2011,
9001800,Parole,Parole Region,1/15/2013,
9001801,Educator,Beta,6/15/2015,
9001802,Correctional,Epsilon,5/1/2012,
9001803,Admin Assistant,Delta,1/12/2011,
9001804,Educator,Epsilon,1/12/2011,
9001805,Correctional,Epsilon,1/12/2011,
9001806,Admin Assistant,Administrative Offices,1/12/2011,
9001807,Correctional,Alpha,1/12/2011,
9001808,Correctional,Beta,1/12/2011,
9001809,Admin Assistant,Epsilon,1/12/2011,
9001810,Correctional,Epsilon,6/15/2015,
9001811,Program Specialist,Alpha,1/12/2011,
9001812,Correctional,Gamma,1/12/2011,
9001813,Case Manager,Halfway House,1/12/2011,
9001814,Correctional,Epsilon,1/12/2011,
9001815,Correctional,Epsilon,1/12/2011,
9001816,Facility Leadership,Alpha,1/12/2011,
9001818,Correctional,Gamma,1/12/2011,
9001819,Admin Assistant,Delta,8/15/2012,
9001820,Correctional Supervisor,Delta,3/16/2015,
9001821,Correctional,Delta,1/12/2011,
9001822,Admin Assistant,Epsilon,4/1/2014,
9001823,Correctional,Delta,1/12/2011,
9001825,Correctional,Epsilon,1/12/2011,
9001826,Other,Gamma,1/12/2011,
9001827,Correctional,Alpha,1/12/2011,
9001829,Attorney,Administrative Offices,1/12/2011,
9001830,Program Specialist,Beta,9/1/2015,
9001831,Clerk,Gamma,4/15/2019,
9001833,Other,Beta,1/12/2011,
9001834,Correctional,Delta,1/12/2011,
9001836,Correctional,Epsilon,1/12/2011,
9001837,Correctional,Beta,6/1/2012,
9001838,Correctional,Delta,3/1/2019,
9001839,Case Manager,Epsilon,7/1/2014,
9001840,Program Specialist,Parole Region,1/12/2011,
9001841,Director,Beta,7/17/2017,
9001842,Correctional,Alpha,1/12/2011,
9001844,Admin Assistant,Gamma,1/12/2011,
9001845,Correctional Supervisor,Gamma,1/12/2011,
9001846,Correctional,Delta,1/12/2011,
9001847,Facility Leadership,Halfway House,11/16/2015,
9001848,Correctional,Gamma,1/12/2011,
9001849,Case Manager,Epsilon,1/12/2011,
9001850,IT,Administrative Offices,1/12/2011,
9001852,Educator,Gamma,1/12/2011,
9001853,Correctional,Alpha,6/15/2007,
9001854,Case Manager,Alpha,1/12/2011,
9001856,Correctional,Delta,10/16/2017,
9001857,Case Manager,Halfway House,1/12/2011,
9001859,Program Specialist,Administrative Offices,4/1/2015,
9001861,Clerk,Beta,1/12/2011,
9001862,Educator,Alpha,6/1/2012,
9001864,Manager,Gamma,1/12/2011,
9001865,Director,Administrative Offices,1/12/2011,
9001866,Investigator,Administrative Offices,1/12/2011,
9001868,Correctional,Epsilon,1/12/2011,
9001870,Educator,Gamma,1/12/2011,
9001871,Correctional Supervisor,Beta,1/12/2011,
9001872,Educator,Beta,1/12/2011,
9001878,Correctional,Halfway House,1/12/2011,
9001879,Other,Gamma,1/12/2011,
9001880,Parole,Parole Region,1/12/2011,
9001884,Correctional,Epsilon,1/12/2011,
9001887,Correctional,Beta,1/12/2011,
9001888,Manager,Administrative Offices,1/12/2011,
9001889,Correctional,Halfway House,1/12/2011,
9001890,Correctional,Beta,1/12/2011,
9001891,Educator,Beta,1/12/2011,
9001892,Correctional,Delta,1/12/2011,
9001893,Program Specialist,Gamma,1/12/2011,
9001894,Program Specialist,Gamma,1/12/2011,
9001895,Correctional,Epsilon,1/12/2011,
9001896,Accountant,Administrative Offices,1/12/2011,
9001898,Correctional,Epsilon,1/12/2011,
9001899,Analyst,Administrative Offices,1/12/2011,
9001900,Other,Delta,1/12/2011,
9001901,Correctional Supervisor,Delta,1/12/2011,
9001902,Program Specialist,Administrative Offices,1/12/2011,
9001904,Correctional,Beta,1/12/2011,
9001906,Correctional,Halfway House,1/12/2011,
9001907,Correctional,Halfway House,1/12/2011,
9001908,Correctional,Gamma,3/1/2013,
9001909,Correctional,Epsilon,1/12/2011,
9001910,Correctional,Gamma,1/12/2011,
9001911,Case Manager,Gamma,11/1/2013,
9001912,Analyst,Administrative Offices,8/15/2018,
9001913,Investigator,Inspector General,1/12/2011,
9001915,Correctional Supervisor,Beta,4/16/2018,
9001916,Case Manager,Gamma,1/12/2011,
9001917,Other,Gamma,1/12/2011,
9001918,Correctional,Epsilon,1/12/2011,
9001919,Educator,Beta,1/12/2011,
9001920,Program Specialist,Administrative Offices,1/12/2011,
9001921,Correctional,Delta,1/12/2011,
9001922,Other,Epsilon,1/12/2011,
9001923,Correctional,Gamma,11/1/2018,
9001924,Correctional,Halfway House,1/12/2011,
9001925,Correctional,Gamma,1/12/2011,
9001926,Correctional,Alpha,1/12/2011,
9001927,Correctional,Alpha,1/12/2011,
9001928,Correctional,Alpha,1/12/2011,
9001929,Educator,Delta,9/17/2012,
9001931,Educator,Alpha,2/15/2017,
9001932,Correctional,Alpha,1/12/2011,
9001933,Correctional Supervisor,Gamma,1/12/2011,
9001934,Correctional,Epsilon,1/12/2011,
9001935,Program Specialist,Administrative Offices,1/12/2011,
9001936,Correctional,Delta,1/12/2011,
9001937,Clerk,Epsilon,1/12/2011,
9001939,Other,Alpha,1/12/2011,
9001940,Program Specialist,Administrative Offices,7/15/2015,
9001942,Program Specialist,Administrative Offices,1/12/2011,
9001943,Investigator,Beta,1/12/2011,
9001944,Investigator,Administrative Offices,1/12/2011,
9001945,Correctional,Inspector General,11/1/2018,
9001946,Other,Epsilon,1/1/2015,
9001947,Correctional,Gamma,1/12/2011,
9001948,Correctional Supervisor,Gamma,1/12/2011,
9001949,Other,Gamma,1/12/2011,
9001950,Admin Assistant,Administrative Offices,1/12/2011,
9001951,Correctional,Halfway House,1/12/2011,
9001952,Admin Assistant,Beta,1/12/2011,
9001953,Correctional,Delta,11/17/2014,
9001954,Correctional,Gamma,11/1/2015,
9001955,Manager,Administrative Offices,1/12/2011,
9001957,Program Specialist,Epsilon,1/12/2011,
9001958,Correctional,Beta,1/12/2011,
9001959,Correctional,Halfway House,1/12/2011,
9001960,Correctional,Halfway House,1/12/2011,
9001961,Correctional,Epsilon,1/12/2011,
9001962,Correctional,Alpha,1/12/2011,
9001963,IT,Gamma,4/1/2017,
9001964,Correctional,Gamma,1/12/2011,
9001965,Correctional Supervisor,Epsilon,6/9/2008,
9001967,Other,Beta,4/15/2015,
9001968,Educator,Beta,1/12/2011,
9001969,Correctional Supervisor,Halfway House,1/12/2011,
9001973,Program Specialist,Administrative Offices,1/12/2011,
9001976,Accountant,Administrative Offices,9/15/2015,
9001978,Case Manager,Delta,1/12/2011,
9001979,Investigator,Inspector General,9/1/2018,
9001980,IT,Alpha,1/12/2011,
9001981,Correctional,Gamma,1/12/2011,
9001982,Director,Administrative Offices,1/12/2011,
9001983,Case Manager,Beta,1/12/2011,
9001984,Other,Epsilon,1/12/2011,
9001985,Investigator,Epsilon,1/12/2011,
9001986,Correctional,Epsilon,1/1/2015,
9001988,Correctional,Epsilon,1/12/2011,
9001990,Educator,Administrative Offices,1/12/2011,
9001991,Correctional,Beta,1/12/2011,
9001992,Correctional,Epsilon,1/12/2011,
9001994,Manager,Beta,1/12/2011,
9001996,Correctional,Alpha,1/12/2011,
9001997,Correctional,Gamma,1/12/2011,
9001998,Program Specialist,Alpha,11/15/2018,
9001999,Correctional,Gamma,1/12/2011,
9002000,Correctional,Gamma,1/12/2011,
9002002,Correctional,Delta,1/12/2011,
9002003,Correctional,Halfway House,1/12/2011,
9002004,Clerk,Gamma,1/12/2011,
9002006,Correctional,Gamma,2/1/2017,
9002007,Correctional,Halfway House,1/12/2011,
9002008,Program Specialist,Administrative Offices,1/12/2011,
9002009,Correctional,Halfway House,1/12/2011,
9002010,Correctional,Beta,1/12/2011,
9002011,Correctional,Delta,1/12/2011,
9002012,Clerk,Alpha,11/15/2016,
9002013,Correctional,Gamma,1/12/2011,
9002014,Admin Assistant,Epsilon,1/12/2011,
9002015,Investigator,Inspector General,1/12/2011,
9002016,Other,Beta,1/12/2011,
9002017,Correctional,Epsilon,1/12/2011,
9002018,Correctional,Gamma,1/12/2011,
9002019,Correctional,Gamma,7/15/2015,
9002020,Correctional,Gamma,1/12/2011,
9002021,Correctional,Gamma,1/12/2011,
9002023,Correctional,Epsilon,11/1/2017,
9002024,Other,Gamma,1/12/2011,
9002026,Case Manager,Alpha,1/12/2011,
9002027,Correctional,Halfway House,1/12/2011,
9002028,Correctional,Gamma,1/12/2011,
9002030,Correctional,Epsilon,1/12/2011,
9002032,Case Manager,Delta,1/12/2011,
9002033,Program Specialist,Halfway House,1/12/2011,
9002034,Investigator,Alpha,1/12/2011,
9002036,Correctional,Delta,1/12/2011,
9002037,Correctional,Gamma,1/12/2011,
9002038,Other,Gamma,1/12/2011,
9002040,Other,Halfway House,2/15/2013,
9002041,Correctional,Gamma,1/12/2011,
9002044,Correctional,Beta,8/15/2013,
9002045,Case Manager,Beta,1/12/2011,
9002046,Correctional,Halfway House,1/12/2011,
9002047,Correctional,Delta,7/15/2014,
9002048,Correctional,Delta,1/12/2011,
9002049,Correctional,Delta,1/12/2011,
9002050,Correctional,Gamma,4/1/2014,
9002051,Correctional,Beta,1/12/2011,
9002052,Correctional,Beta,9/1/2015,
9002053,Program Specialist,Parole Region,1/12/2011,
9002054,Correctional,Delta,5/1/2016,
9002055,Correctional,Beta,1/12/2011,
9002056,Correctional,Delta,2/1/2016,
9002057,Correctional,Beta,1/12/2011,
9002058,Correctional Supervisor,Halfway House,9/17/2012,
9002059,Director,Administrative Offices,1/12/2011,
9002060,Director,Administrative Offices,1/15/2014,
9002061,Correctional,Alpha,1/12/2011,
9002062,Correctional,Alpha,1/12/2011,
9002063,Correctional,Beta,1/12/2011,
9002068,Investigator,Inspector General,1/12/2011,
9002069,Correctional,Beta,1/12/2011,
9002070,Correctional,Gamma,11/1/2013,
9002071,Manager,Inspector General,1/12/2011,
9002072,Investigator,Inspector General,1/12/2011,
9002073,Correctional Supervisor,Beta,1/12/2011,
9002075,Educator,Beta,1/12/2011,
9002076,Educator,Delta,1/12/2011,
9002079,Educator,Gamma,1/12/2011,
9002081,Case Manager,Gamma,1/12/2011,
9002082,Educator,Administrative Offices,10/1/2017,
9002083,Facility Leadership,Halfway House,1/12/2011,
9002085,Correctional Supervisor,Gamma,1/12/2011,
9002086,Facility Leadership,Halfway House,1/12/2011,
9002088,Program Specialist,Beta,1/12/2011,
9002089,Correctional Supervisor,Beta,1/12/2011,
9002090,Clerk,Alpha,1/12/2011,
9002091,Case Manager,Beta,4/1/2018,
9002092,Other,Beta,1/12/2011,
9002093,Case Manager,Gamma,1/12/2011,
9002094,Correctional,Halfway House,1/12/2011,
9002097,Educator,Beta,1/12/2011,
9002099,Correctional,Gamma,1/12/2011,
9002101,Correctional,Delta,2/1/2017,
9002102,Investigator,Alpha,1/12/2011,
9002103,IT,Epsilon,1/12/2011,
9002105,Correctional,Halfway House,1/12/2011,
9002106,Admin Assistant,Administrative Offices,1/12/2011,
9002107,Case Manager,Beta,1/12/2011,
9002108,Correctional,Epsilon,4/1/2012,
9002109,Correctional,Gamma,9/1/2013,
9002110,Program Specialist,Administrative Offices,1/12/2011,
9002111,Case Manager,Delta,1/12/2011,
9002113,Program Specialist,Epsilon,1/12/2011,
9002115,Correctional,Epsilon,1/12/2011,
9002116,Case Manager,Epsilon,1/12/2011,
9002118,Other,Delta,1/12/2011,
9002119,Other,Delta,1/12/2011,
9002120,Case Manager,Delta,1/12/2011,
9002121,Case Manager,Delta,1/12/2011,
9002122,Other,Delta,1/12/2011,
9002123,Other,Delta,1/12/2011,
9002124,Other,Delta,1/12/2011,
9002125,Other,Delta,1/12/2011,
9002126,Program Specialist,Epsilon,1/12/2011,
9002127,Other,Delta,1/12/2011,
9002128,Correctional,Gamma,5/1/2016,
9002129,Other,Delta,1/12/2011,
9002130,Program Specialist,Administrative Offices,1/12/2011,
9002132,Other,Delta,1/12/2011,
9002133,Correctional,Beta,1/12/2011,
9002134,Educator,Beta,1/12/2011,
9002135,Educator,Beta,1/12/2011,
9002136,Correctional,Gamma,1/12/2011,
9002137,Correctional,Gamma,6/1/2016,
9002138,Correctional,Gamma,4/1/2017,
9002139,Correctional,Delta,1/12/2011,
9002140,Correctional,Delta,1/12/2011,
9002141,Program Specialist,Epsilon,1/12/2011,
9002143,Correctional,Delta,1/12/2011,
9002145,Other,Alpha,1/12/2011,
9002146,Correctional,Halfway House,1/15/2015,
9002147,Case Manager,Alpha,1/12/2011,
9002148,Correctional,Beta,1/12/2011,
9002149,Correctional,Delta,2/1/2016,
9002150,Educator,Delta,1/12/2011,
9002151,Educator,Delta,1/12/2011,
9002152,Other,Delta,11/15/2018,
9002153,Educator,Alpha,1/16/2018,
9002154,Clerk,Beta,1/12/2011,
9002155,Other,Epsilon,1/12/2011,
9002156,Correctional Supervisor,Epsilon,1/12/2011,
9002157,Educator,Epsilon,1/12/2011,
9002158,Correctional,Alpha,1/12/2011,
9002159,Correctional,Halfway House,1/12/2011,
9002160,Correctional,Halfway House,1/12/2011,
9002162,Program Specialist,Administrative Offices,1/12/2011,
9002164,Investigator,Inspector General,1/12/2011,
9002165,Correctional,Gamma,1/12/2011,
9002166,Case Manager,Gamma,1/12/2011,
9002168,Manager,Inspector General,1/12/2011,
9002170,Correctional,Alpha,1/12/2011,
9002171,Director,Delta,1/12/2011,
9002172,Correctional,Gamma,1/12/2011,
9002173,Correctional,Beta,1/12/2011,
9002174,Correctional Supervisor,Gamma,5/15/2015,
9002175,Correctional Supervisor,Epsilon,1/12/2011,
9002176,Correctional,Delta,1/12/2011,
9002177,Correctional,Beta,1/12/2011,
9002179,Correctional Supervisor,Epsilon,1/12/2011,
9002182,Correctional,Beta,7/15/2013,
9002184,Correctional,Beta,3/15/2013,
9002187,Correctional,Beta,1/12/2011,
9002188,Educator,Alpha,8/15/2017,
9002189,Correctional,Gamma,1/12/2011,
9002190,Educator,Epsilon,1/12/2011,
9002191,Correctional,Gamma,10/15/2012,
9002192,Correctional,Gamma,1/12/2011,
9002193,Correctional,Gamma,4/1/2018,
9002194,Admin Assistant,Administrative Offices,1/12/2011,
9002195,Correctional,Alpha,1/12/2011,
9002196,Correctional Supervisor,Alpha,1/12/2011,
9002197,Correctional Supervisor,Alpha,1/12/2011,
9002198,Correctional,Alpha,1/12/2011,
9002199,Correctional,Gamma,1/12/2011,
9002200,Correctional,Gamma,7/1/2016,
9002203,Clerk,Delta,1/12/2011,
9002205,Correctional,Gamma,1/12/2011,
9002206,Investigator,Inspector General,1/12/2011,
9002207,Parole,Parole Region,1/12/2011,
9002209,Admin Assistant,Administrative Offices,1/12/2011,
9002210,Program Specialist,Gamma,1/12/2011,
9002211,Correctional,Alpha,1/12/2011,
9002212,Other,Delta,1/12/2011,
9002214,Program Specialist,Administrative Offices,1/12/2011,
9002215,Analyst,Parole Region,1/12/2011,
9002216,Manager,Administrative Offices,1/12/2011,
9002218,Analyst,Administrative Offices,1/12/2011,
9002219,Director,Administrative Offices,1/12/2011,
9002220,IT,Administrative Offices,1/12/2011,
9002221,Admin Assistant,Administrative Offices,1/12/2011,
9002222,Program Specialist,Administrative Offices,1/12/2011,
9002223,Investigator,Administrative Offices,1/12/2011,
9002225,Attorney,Administrative Offices,1/12/2011,
9002226,Program Specialist,Administrative Offices,1/12/2011,
9002227,Investigator,Administrative Offices,1/12/2011,
9002228,Ombudsman,Administrative Offices,1/12/2011,
9002229,Program Specialist,Administrative Offices,1/12/2011,
9002230,IT,Administrative Offices,1/12/2011,
9002231,IT,Administrative Offices,1/12/2011,
9002232,Investigator,Administrative Offices,1/12/2011,
9002234,Program Specialist,Parole Region,1/12/2011,
9002236,Correctional,Beta,1/12/2011,
9002237,Correctional,Inspector General,8/15/2018,
9002238,Correctional,Beta,1/1/2012,
9002239,Correctional,Halfway House,1/1/2012,
9002241,Educator,Beta,8/1/2017,
9002242,Correctional,Gamma,1/17/2012,
9002243,Correctional,Halfway House,10/1/2017,
9002244,Case Manager,Epsilon,1/17/2012,
9002245,Correctional,Delta,1/17/2012,
9002246,Correctional,Halfway House,1/17/2012,
9002247,Correctional,Delta,1/17/2012,
9002248,Correctional Supervisor,Delta,2/1/2012,
9002249,Correctional,Alpha,2/1/2012,
9002250,Correctional,Delta,2/1/2012,
9002251,Correctional Supervisor,Gamma,5/15/2015,
9002253,Correctional,Beta,2/15/2012,
9002254,Case Manager,Epsilon,2/15/2012,
9002255,Correctional,Halfway House,3/1/2012,
9002256,Admin Assistant,Beta,3/1/2012,
9002257,Correctional,Beta,3/1/2012,
9002259,Educator,Delta,3/1/2012,
9002261,Correctional,Alpha,2/1/2013,
9002262,Correctional,Alpha,3/1/2012,
9002263,Other,Alpha,3/1/2012,
9002264,Correctional,Gamma,3/1/2012,
9002266,Correctional,Gamma,3/15/2012,
9002267,Correctional,Epsilon,4/1/2012,
9002268,Correctional Supervisor,Epsilon,4/1/2012,
9002269,Educator,Epsilon,12/15/2016,
9002270,Correctional,Epsilon,4/1/2012,
9002273,Correctional,Alpha,4/1/2012,
9002275,Correctional,Alpha,4/1/2012,
9002276,Ombudsman,Administrative Offices,4/16/2012,
9002277,Other,Delta,4/16/2012,
9002279,Correctional,Gamma,2/1/2016,
9002280,Correctional,Delta,4/16/2012,
9002283,Correctional,Delta,5/1/2012,
